Source,Target,Type,Id,Label,timeset
Gnathostoma procyonis,Trachemys scripta,Directed,,endoparasiteOf,
Gnathostoma binucleatum,Trachemys scripta,Directed,,endoparasiteOf,
Amblyomma sabanerae,Trachemys scripta,Directed,,hasHost,
Amblyomma dissimile,Trachemys scripta,Directed,,hasHost,
NEOECHINORHYNCHUS (N.) EMYDITOIDES,Trachemys scripta ornata,Directed,,parasiteOf,
NEOECHINORHYNCHUS (N.) CHELONOS,Trachemys scripta,Directed,,parasiteOf,
NEOECHINORHYNCHUS (N.) PSEUDEMYDIS,Trachemys scripta,Directed,,parasiteOf,
NEOECHINORHYNCHUS (N.) EMYDITOIDES,Trachemys scripta troostii,Directed,,parasiteOf,
NEOECHINORHYNCHUS (N.) PSEUDEMYDIS,Trachemys scripta troostii,Directed,,parasiteOf,
NEOECHINORHYNCHUS (N.) EMYDIS,Trachemys scripta troostii,Directed,,parasiteOf,
NEOECHINORHYNCHUS (N.) MAGNAPAPILLATUS,Trachemys scripta,Directed,,parasiteOf,
NEOECHINORHYNCHUS (N.) SCHMIDTI,Trachemys scripta venusta,Directed,,parasiteOf,
Spirorchis elegans,Trachemys scripta,Directed,,parasiteOf,
Polystomoides coronatum,Trachemys scripta,Directed,,parasiteOf,
Spirorchis artericola,Trachemys scripta,Directed,,parasiteOf,
Neopolystoma orbiculare,Trachemys scripta,Directed,,parasiteOf,
Myxidium chelonarum,Trachemys scripta,Directed,,parasiteOf,
Falcustra affinis,Trachemys scripta,Directed,,parasiteOf,
Cercorchis membranasceus,Trachemys scripta ornata,Directed,,parasiteOf,
Camallanus microcephalus,Trachemys scripta,Directed,,parasiteOf,
Serpinema trispinosum,Trachemys scripta ornata,Directed,,parasiteOf,
Camallanus troosti,Trachemys scripta,Directed,,parasiteOf,
Allassostoma magnum,Trachemys scripta,Directed,,parasiteOf,
Spirorchis scripta,Trachemys scripta,Directed,,hasHost,
Neoechinorhynchus schmidti,Trachemys scripta,Directed,,hasHost,
Burkholderia anthina,Trachemys scripta,Directed,,hasHost,
Macrovestibulum obtusicaudum,Trachemys scripta,Directed,,hasHost,
Myxidium scripta,Trachemys scripta,Directed,,hasHost,
West Nile virus,Buteo lineatus,Directed,,pathogenOf,
Francisella tularensis,Buteo lineatus,Directed,,pathogenOf,
Buteo lineatus,Buteo lineatus,Directed,,hasHost,
Degeeriella fulva,Buteo lineatus,Directed,,ectoparasiteOf,
Colpocephalum napiforme,Buteo lineatus,Directed,,ectoparasiteOf,
Craspedorrhynchus buteonis,Buteo lineatus,Directed,,ectoparasiteOf,
Colpocephalum nanum,Buteo lineatus,Directed,,ectoparasiteOf,
Porrocaecum angusticolle,Buteo lineatus,Directed,,hasHost,
Tetrameres elyi,Buteo lineatus,Directed,,hasHost,
Brachylecithum americanum,Buteo lineatus,Directed,,hasHost,
Distomum ovatum,Buteo lineatus,Directed,,hasHost,
Centrorhynchus spinosus,Buteo lineatus,Directed,,hasHost,
Centrorhynchus kuntzi,Buteo lineatus,Directed,,hasHost,
Microparyphium facetum,Buteo lineatus,Directed,,hasHost,
Baschkirovitrema incrassatum,Buteo lineatus,Directed,,hasHost,
Ophiosoma microcephalum,Buteo lineatus,Directed,,hasHost,
Haliaeetus leucocephalus,Buteo lineatus,Directed,,eats,
Bubo virginianus,Buteo lineatus,Directed,,eats,
Tetrameres elyi,Buteo lineatus,Directed,,parasiteOf,
Distomum ovatum,Buteo lineatus,Directed,,parasiteOf,
Leucocytozoon toddi,Buteo lineatus,Directed,,hasHost,
West Nile virus,Buteo lineatus,Directed,,hasHost,
Buteo lineatus,Agelaius phoeniceus,Directed,,eats,
Buteo lineatus,Aix sponsa,Directed,,preysOn,
Buteo lineatus,Amphiuma tridactylum,Directed,,preysOn,
Buteo lineatus,Amphiuma tridactylum,Directed,,eats,
Buteo lineatus,Anas platyrhynchos,Directed,,eats,
Buteo lineatus,Anaxyrus americanus,Directed,,preysOn,
Buteo lineatus,Anaxyrus terrestris,Directed,,preysOn,
Buteo lineatus,Anolis carolinensis,Directed,,preysOn,
Buteo lineatus,Anolis sagrei,Directed,,eats,
Buteo lineatus,Blarina brevicauda,Directed,,eats,
Buteo lineatus,Bonasa umbellus,Directed,,eats,
Buteo lineatus,Clarias batrachus,Directed,,preysOn,
Buteo lineatus,Clarias batrachus,Directed,,eats,
Buteo lineatus,Colaptes auratus,Directed,,eats,
Buteo lineatus,Columba livia,Directed,,eats,
Buteo lineatus,Condylura cristata,Directed,,eats,
Buteo lineatus,Cyanocitta cristata,Directed,,eats,
Buteo lineatus,Diadophis punctatus,Directed,,preysOn,
Buteo lineatus,Dorosoma cepedianum,Directed,,eats,
Buteo lineatus,Elgaria multicarinata,Directed,,eats,
Buteo lineatus,Elgaria multicarinata,Directed,,preysOn,
Buteo lineatus,Eumorpha labruscae,Directed,,eats,
Buteo lineatus,Glaucomys volans,Directed,,eats,
Buteo lineatus,Haldea striatula,Directed,,preysOn,
Buteo lineatus,Haldea striatula,Directed,,eats,
Buteo lineatus,Hylocichla mustelina,Directed,,eats,
Buteo lineatus,Microtus californicus,Directed,,preysOn,
Buteo lineatus,Microtus pennsylvanicus,Directed,,eats,
Buteo lineatus,Mimus polyglottos,Directed,,eats,
Buteo lineatus,Molothrus ater,Directed,,eats,
Buteo lineatus,Mus musculus,Directed,,eats,
Buteo lineatus,Myodes gapperi,Directed,,eats,
Buteo lineatus,Napaeozapus insignis,Directed,,eats,
Buteo lineatus,Nerodia floridana,Directed,,eats,
Buteo lineatus,Nerodia sipedon,Directed,,eats,
Buteo lineatus,Nocomis leptocephalus,Directed,,preysOn,
Buteo lineatus,Ondatra zibethicus,Directed,,eats,
Buteo lineatus,Opheodrys aestivus,Directed,,eats,
Buteo lineatus,Opheodrys aestivus,Directed,,preysOn,
Buteo lineatus,Osteopilus septentrionalis,Directed,,eats,
Buteo lineatus,Otospermophilus beecheyi,Directed,,eats,
Buteo lineatus,Peromyscus leucopus,Directed,,eats,
Buteo lineatus,Philothamnus hoplogaster,Directed,,preysOn,
Buteo lineatus,Procambarus clarkii,Directed,,eats,
Buteo lineatus,Quiscalus quiscula,Directed,,eats,
Buteo lineatus,Rattus norvegicus,Directed,,eats,
Buteo lineatus,Regina grahamii,Directed,,eats,
Buteo lineatus,Rena dulcis,Directed,,eats,
Buteo lineatus,Scalopus aquaticus,Directed,,eats,
Buteo lineatus,Sceloporus olivaceus,Directed,,preysOn,
Buteo lineatus,Sciurus carolinensis,Directed,,eats,
Buteo lineatus,Sciurus niger,Directed,,preysOn,
Buteo lineatus,Sorex cinereus,Directed,,eats,
Buteo lineatus,Stagmomantis limbata,Directed,,eats,
Buteo lineatus,Sturnus vulgaris,Directed,,eats,
Buteo lineatus,Sylvilagus floridanus,Directed,,eats,
Buteo lineatus,Tadarida brasiliensis,Directed,,preysOn,
Buteo lineatus,Tadarida brasiliensis,Directed,,eats,
Buteo lineatus,Tamias striatus,Directed,,eats,
Buteo lineatus,Tamiasciurus hudsonicus,Directed,,eats,
Buteo lineatus,Thamnophis marcianus,Directed,,eats,
Buteo lineatus,Thomomys bottae,Directed,,eats,
Buteo lineatus,Thomomys bottae,Directed,,preysOn,
Buteo lineatus,Turdus migratorius,Directed,,eats,
Buteo lineatus,Zenaida macroura,Directed,,eats,
Cladotaenia globifera,Buteo platypterus,Directed,,parasiteOf,
Acutifrons orbiculatus,Buteo platypterus,Directed,,ectoparasiteOf,
Thelazia platyptera,Buteo platypterus,Directed,,hasHost,
Centrorhynchus kuntzi,Buteo platypterus,Directed,,hasHost,
Centrorhynchus conspectus,Buteo platypterus,Directed,,hasHost,
Platynosomum iliciens,Buteo platypterus,Directed,,hasHost,
Porrocaecum angusticolle,Buteo platypterus,Directed,,hasHost,
Synhimantus hamatus,Buteo platypterus,Directed,,hasHost,
Physaloptera buteonis,Buteo platypterus,Directed,,hasHost,
Strigea falconis,Buteo platypterus,Directed,,hasHost,
Lynchia angustifrons,Buteo platypterus,Directed,,hasHost,
Echinoparyphium rubrum,Buteo platypterus,Directed,,hasHost,
Echinostoma trivolvis,Buteo platypterus,Directed,,hasHost,
Desportesius invaginatus,Buteo platypterus,Directed,,hasHost,
Ribeiroia thomasi,Buteo platypterus,Directed,,hasHost,
Haliaeetus leucocephalus,Buteo platypterus,Directed,,eats,
Strix nebulosa,Buteo platypterus,Directed,,eats,
Cladotaenia globifera,Buteo platypterus,Directed,,endoparasiteOf,
Thelazia platyptera,Buteo platypterus,Directed,,parasiteOf,
Platynosomum iliciens,Buteo platypterus,Directed,,parasiteOf,
Centrorhynchus kuntzi,Buteo platypterus,Directed,,parasiteOf,
Buteo platypterus,Agelaius phoeniceus,Directed,,eats,
Buteo platypterus,Amazona vittata,Directed,,eats,
Buteo platypterus,Anaxyrus americanus,Directed,,eats,
Buteo platypterus,Anaxyrus americanus,Directed,,preysOn,
Buteo platypterus,Anaxyrus cognatus,Directed,,eats,
Buteo platypterus,Anolis equestris,Directed,,eats,
Buteo platypterus,Anolis evermanni,Directed,,eats,
Buteo platypterus,Anolis gundlachi,Directed,,eats,
Buteo platypterus,Anolis stratulus,Directed,,eats,
Buteo platypterus,Baeolophus bicolor,Directed,,eats,
Buteo platypterus,Blarina brevicauda,Directed,,eats,
Buteo platypterus,Bombycilla cedrorum,Directed,,eats,
Buteo platypterus,Bonasa umbellus,Directed,,eats,
Buteo platypterus,Cardinalis cardinalis,Directed,,eats,
Buteo platypterus,Coccyzus americanus,Directed,,eats,
Buteo platypterus,Colaptes auratus,Directed,,eats,
Buteo platypterus,Coluber constrictor,Directed,,eats,
Buteo platypterus,Condylura cristata,Directed,,eats,
Buteo platypterus,Crotaphytus collaris,Directed,,eats,
Buteo platypterus,Cyanocitta cristata,Directed,,eats,
Buteo platypterus,Dendroica angelae,Directed,,eats,
Buteo platypterus,Diadophis punctatus,Directed,,eats,
Buteo platypterus,Elaphe obsoleta,Directed,,eats,
Buteo platypterus,Eleutherodactylus coqui,Directed,,eats,
Buteo platypterus,Eleutherodactylus eneidae,Directed,,eats,
Buteo platypterus,Eleutherodactylus hedricki,Directed,,eats,
Buteo platypterus,Eleutherodactylus portoricensis,Directed,,eats,
Buteo platypterus,Eleutherodactylus richmondi,Directed,,eats,
Buteo platypterus,Eleutherodactylus wightmanae,Directed,,eats,
Buteo platypterus,Euphonia musica,Directed,,eats,
Buteo platypterus,Geothlypis formosa,Directed,,eats,
Buteo platypterus,Icterus dominicensis,Directed,,eats,
Buteo platypterus,Junco hyemalis,Directed,,eats,
Buteo platypterus,Lampropeltis calligaster,Directed,,eats,
Buteo platypterus,Lasiurus borealis,Directed,,eats,
Buteo platypterus,Leiothlypis ruficapilla,Directed,,eats,
Buteo platypterus,Lepus americanus,Directed,,eats,
Buteo platypterus,Lithobates catesbeianus,Directed,,eats,
Buteo platypterus,Lithobates pipiens,Directed,,eats,
Buteo platypterus,Lithobates sylvaticus,Directed,,eats,
Buteo platypterus,Lithobates sylvaticus,Directed,,preysOn,
Buteo platypterus,Melanerpes portoricensis,Directed,,eats,
Buteo platypterus,Meleagris gallopavo,Directed,,eats,
Buteo platypterus,Melospiza melodia,Directed,,eats,
Buteo platypterus,Microtus ochrogaster,Directed,,eats,
Buteo platypterus,Microtus pennsylvanicus,Directed,,eats,
Buteo platypterus,Microtus pinetorum,Directed,,eats,
Buteo platypterus,Molothrus ater,Directed,,eats,
Buteo platypterus,Mustela frenata,Directed,,eats,
Buteo platypterus,Myodes gapperi,Directed,,eats,
Buteo platypterus,Myotis lucifugus,Directed,,preysOn,
Buteo platypterus,Napaeozapus insignis,Directed,,eats,
Buteo platypterus,Opheodrys vernalis,Directed,,eats,
Buteo platypterus,Parascalops breweri,Directed,,eats,
Buteo platypterus,Passer domesticus,Directed,,eats,
Buteo platypterus,Passerella iliaca,Directed,,eats,
Buteo platypterus,Patagioenas squamosa,Directed,,eats,
Buteo platypterus,Peromyscus leucopus,Directed,,eats,
Buteo platypterus,Peromyscus maniculatus,Directed,,eats,
Buteo platypterus,Pheucticus ludovicianus,Directed,,eats,
Buteo platypterus,Pipilo erythrophthalmus,Directed,,eats,
Buteo platypterus,Plestiodon fasciatus,Directed,,eats,
Buteo platypterus,Plestiodon obsoletus,Directed,,eats,
Buteo platypterus,Rattus norvegicus,Directed,,eats,
Buteo platypterus,Rattus rattus,Directed,,eats,
Buteo platypterus,Reithrodontomys megalotis,Directed,,eats,
Buteo platypterus,Scalopus aquaticus,Directed,,eats,
Buteo platypterus,Sciurus carolinensis,Directed,,eats,
Buteo platypterus,Scolopendra alternans,Directed,,eats,
Buteo platypterus,Seiurus aurocapilla,Directed,,eats,
Buteo platypterus,Sorex cinereus,Directed,,eats,
Buteo platypterus,Sorex fumeus,Directed,,eats,
Buteo platypterus,Sorex palustris,Directed,,eats,
Buteo platypterus,Spindalis zena,Directed,,eats,
Buteo platypterus,Storeria dekayi,Directed,,eats,
Buteo platypterus,Storeria occipitomaculata,Directed,,eats,
Buteo platypterus,Sylvilagus audubonii,Directed,,eats,
Buteo platypterus,Sylvilagus floridanus,Directed,,eats,
Buteo platypterus,Sylvilagus transitionalis,Directed,,eats,
Buteo platypterus,Tamias minimus,Directed,,eats,
Buteo platypterus,Tamias striatus,Directed,,eats,
Buteo platypterus,Tamiasciurus hudsonicus,Directed,,preysOn,
Buteo platypterus,Tamiasciurus hudsonicus,Directed,,eats,
Buteo platypterus,Thamnophis sirtalis,Directed,,preysOn,
Buteo platypterus,Thamnophis sirtalis,Directed,,eats,
Buteo platypterus,Turdus migratorius,Directed,,eats,
Buteo platypterus,Vireo altiloquus,Directed,,eats,
Buteo platypterus,Zonotrichia albicollis,Directed,,eats,
Rhodococcus equi,Crocodylus acutus,Directed,,pathogenOf,
Gnathostoma binucleatum,Crocodylus acutus,Directed,,parasiteOf,
Micropleura vazi,Crocodylus acutus,Directed,,hasHost,
Acanthostomum americanum,Crocodylus acutus,Directed,,hasHost,
Gnathostoma binucleatum,Crocodylus acutus,Directed,,endoparasiteOf,
Micropleura vazi,Crocodylus acutus,Directed,,parasiteOf,
Contracaecum rudolphii,Crocodylus acutus,Directed,,parasiteOf,
Acanthostomum americanum,Crocodylus acutus,Directed,,parasiteOf,
Crocodylus acutus,Pterois volitans,Directed,,eats,
Colpocephalum osborni,Elanoides forficatus,Directed,,ectoparasiteOf,
Degeeriella guimaraesi,Elanoides forficatus forficatus,Directed,,ectoparasiteOf,
Centrorhynchus spinosus,Elanoides forficatus,Directed,,hasHost,
Tetrameres robusta,Elanoides forficatus forficatus,Directed,,hasHost,
Tetrameres robusta,Elanoides forficatus forficatus,Directed,,parasiteOf,
Centrorhynchus spinosus,Elanoides forficatus,Directed,,parasiteOf,
Elanoides forficatus,Anolis carolinensis,Directed,,preysOn,
Elanoides forficatus,Mimus polyglottos,Directed,,preysOn,
Elanoides forficatus,Mimus polyglottos,Directed,,eats,
Elanoides forficatus,Opheodrys aestivus,Directed,,eats,
Elanoides forficatus,Osteopilus septentrionalis,Directed,,eats,
Elanoides forficatus,Quiscalus major,Directed,,preysOn,
Elanoides forficatus,Tyrannus melancholicus,Directed,,eats,
Elanoides forficatus,Zenaida macroura,Directed,,preysOn,
Crepidobothrium gerrardii,Eunectes murinus,Directed,,hasHost,
Sebekia oxycephala,Eunectes murinus,Directed,,hasHost,
Dracunculus dahomensis,Eunectes murinus,Directed,,hasHost,
Dicrocoelium infidum,Eunectes murinus,Directed,,hasHost,
Dracunculus ophidensis,Eunectes murinus,Directed,,hasHost,
Anaconda paramyxovirus,Eunectes murinus,Directed,,pathogenOf,
Dracunculus dahomensis,Eunectes murinus,Directed,,parasiteOf,
Crepidobothrium gerrardii,Eunectes murinus,Directed,,parasiteOf,
Eunectes murinus,Caiman crocodilus,Directed,,eats,
Eunectes murinus,Caiman crocodilus,Directed,,preysOn,
Eunectes murinus,Crotophaga ani,Directed,,preysOn,
Eunectes murinus,Didelphis albiventris,Directed,,preysOn,
Eunectes murinus,Heros notatus,Directed,,preysOn,
Eunectes murinus,Jacana jacana,Directed,,preysOn,
Buteo plagiatus,Oxybelis aeneus,Directed,,eats,
Caracara plancus,Hydrochoerus hydrochaeris,Directed,,eats,
Falcon aviadenovirus A,Falco sparverius,Directed,,pathogenOf,
West Nile virus,Falco sparverius,Directed,,pathogenOf,
Coxiella burnetii,Falco sparverius,Directed,,pathogenOf,
Pasteurella multocida,Falco sparverius,Directed,,pathogenOf,
Yersinia enterocolitica,Falco sparverius,Directed,,pathogenOf,
Columbid alphaherpesvirus 1,Falco sparverius,Directed,,pathogenOf,
Nosopon lucidum,Falco sparverius,Directed,,ectoparasiteOf,
Degeeriella rufa,Falco sparverius,Directed,,ectoparasiteOf,
Ornithoctona erythrocephala,Falco sparverius dominicensis,Directed,,ectoparasiteOf,
Falco peregrinus,Falco sparverius,Directed,,preysOn,
Turdus migratorius,Falco sparverius,Directed,,preysOn,
Plestiodon skiltonianus,Falco sparverius,Directed,,preysOn,
Falco peregrinus,Falco sparverius,Directed,,eats,
Falco sparverius,Falco sparverius,Directed,,preysOn,
Accipiter cooperii,Falco sparverius,Directed,,eats,
Laemobothrion tinnunculi,Falco sparverius,Directed,,ectoparasiteOf,
Degeeriella carruthi,Falco sparverius,Directed,,ectoparasiteOf,
Pantherophis guttatus,Falco sparverius,Directed,,preysOn,
Athesmia jolliei,Falco sparverius,Directed,,hasHost,
Brachylecithum idahoensis,Falco sparverius,Directed,,hasHost,
Prosthogonimus ovatus,Falco sparverius,Directed,,hasHost,
Plasmodium relictum,Falco sparverius,Directed,,hasHost,
Trypanosoma avium,Falco sparverius,Directed,,hasHost,
Degeeriella rufa,Falco sparverius,Directed,,hasHost,
Plasmodium circumflexum,Falco sparverius,Directed,,hasHost,
Hesperocimex coloradensis,Falco sparverius,Directed,,hasHost,
Ornithoctona erythrocephala,Falco sparverius,Directed,,hasHost,
Lynchia nigra,Falco sparverius,Directed,,hasHost,
Carnus hemapterus,Falco sparverius,Directed,,hasHost,
Nosopon lucidum,Falco sparverius,Directed,,hasHost,
Cardiofilaria inornata,Falco sparverius,Directed,,hasHost,
Procyrnea spinosa,Falco sparverius,Directed,,hasHost,
Cyrnea semilunaris,Falco sparverius,Directed,,hasHost,
Platynosomum illiciens,Falco sparverius,Directed,,hasHost,
Falconid adenovirus 1,Falco sparverius,Directed,,pathogenOf,
Aquila chrysaetos,Falco sparverius,Directed,,eats,
Bubo virginianus,Falco sparverius,Directed,,eats,
Athesmia jolliei,Falco sparverius,Directed,,parasiteOf,
Brachylecithum idahoensis,Falco sparverius,Directed,,parasiteOf,
Degeeriella carruthi,Falco sparverius,Directed,,hasHost,
West Nile virus,Falco sparverius,Directed,,hasHost,
Falco sparverius,Abrothrix olivaceus,Directed,,eats,
Falco sparverius,Akodon olivaceus,Directed,,eats,
Falco sparverius,Ammodramus savannarum,Directed,,eats,
Falco sparverius,Ammospermophilus harrisii,Directed,,eats,
Falco sparverius,Amphispiza bilineata,Directed,,eats,
Falco sparverius,Anax junius,Directed,,eats,
Falco sparverius,Anax junius,Directed,,preysOn,
Falco sparverius,Anolis gingivinus,Directed,,eats,
Falco sparverius,Anolis pogus,Directed,,eats,
Falco sparverius,Anthus spinoletta,Directed,,eats,
Falco sparverius,Arizona elegans,Directed,,eats,
Falco sparverius,Aspidoscelis sexlineatus,Directed,,preysOn,
Falco sparverius,Baiomys taylori,Directed,,eats,
Falco sparverius,Barisia imbricata,Directed,,eats,
Falco sparverius,Blarina brevicauda,Directed,,eats,
Falco sparverius,Calamospiza melanocorys,Directed,,eats,
Falco sparverius,Calidris minutilla,Directed,,eats,
Falco sparverius,Cardinalis cardinalis,Directed,,eats,
Falco sparverius,Chaetodipus penicillatus,Directed,,eats,
Falco sparverius,Chordeiles minor,Directed,,eats,
Falco sparverius,Cnemidophorus tigris,Directed,,eats,
Falco sparverius,Coereba flaveola,Directed,,eats,
Falco sparverius,Cotinis mutabilis,Directed,,eats,
Falco sparverius,Cotinis mutabilis,Directed,,preysOn,
Falco sparverius,Dendroica petechia,Directed,,eats,
Falco sparverius,Eptesicus fuscus,Directed,,preysOn,
Falco sparverius,Eremophila alpestris,Directed,,eats,
Falco sparverius,Eumeces brevirostris,Directed,,eats,
Falco sparverius,Euphagus cyanocephalus,Directed,,eats,
Falco sparverius,Haemorhous mexicanus,Directed,,eats,
Falco sparverius,Lanius ludovicianus,Directed,,eats,
Falco sparverius,Lithobates pipiens,Directed,,eats,
Falco sparverius,Loxigilla noctis,Directed,,eats,
Falco sparverius,Magicicada septendecim,Directed,,eats,
Falco sparverius,Microtus californicus,Directed,,eats,
Falco sparverius,Microtus montanus,Directed,,eats,
Falco sparverius,Microtus pennsylvanicus,Directed,,eats,
Falco sparverius,Microtus pennsylvanicus,Directed,,preysOn,
Falco sparverius,Molothrus ater,Directed,,eats,
Falco sparverius,Mus musculus,Directed,,eats,
Falco sparverius,Mus musculus,Directed,,preysOn,
Falco sparverius,Nyctanassa violacea,Directed,,preysOn,
Falco sparverius,Nyctinomops laticaudatus,Directed,,eats,
Falco sparverius,Octodon degus,Directed,,eats,
Falco sparverius,Oligoryzomys longicaudatus,Directed,,eats,
Falco sparverius,Passer domesticus,Directed,,eats,
Falco sparverius,Passer domesticus,Directed,,preysOn,
Falco sparverius,Passerculus sandwichensis,Directed,,eats,
Falco sparverius,Perognathus flavus,Directed,,eats,
Falco sparverius,Peromyscus maniculatus,Directed,,preysOn,
Falco sparverius,Peromyscus maniculatus,Directed,,eats,
Falco sparverius,Philodryas chamissonis,Directed,,eats,
Falco sparverius,Phrynosoma platyrhinos,Directed,,eats,
Falco sparverius,Plestiodon fasciatus,Directed,,eats,
Falco sparverius,Podarcis siculus campestris,Directed,,eats,
Falco sparverius,Podarcis siculus campestris,Directed,,preysOn,
Falco sparverius,Pseudacris hypochondriaca,Directed,,preysOn,
Falco sparverius,Pseudacris regilla,Directed,,preysOn,
Falco sparverius,Pygochelidon cyanoleuca,Directed,,preysOn,
Falco sparverius,Quiscalus quiscula,Directed,,eats,
Falco sparverius,Rana aurora,Directed,,preysOn,
Falco sparverius,Rattus norvegicus,Directed,,eats,
Falco sparverius,Rattus rattus,Directed,,eats,
Falco sparverius,Reithrodontomys megalotis,Directed,,eats,
Falco sparverius,Scapteriscus didactylus,Directed,,eats,
Falco sparverius,Sceloporus grammicus,Directed,,eats,
Falco sparverius,Sceloporus jarrovii,Directed,,eats,
Falco sparverius,Sceloporus magister,Directed,,eats,
Falco sparverius,Sceloporus occidentalis,Directed,,eats,
Falco sparverius,Sceloporus occidentalis,Directed,,preysOn,
Falco sparverius,Sceloporus poinsettii,Directed,,eats,
Falco sparverius,Sceloporus scalaris,Directed,,eats,
Falco sparverius,Schistocerca americana,Directed,,eats,
Falco sparverius,Setophaga americana,Directed,,preysOn,
Falco sparverius,Setophaga coronata,Directed,,preysOn,
Falco sparverius,Setophaga townsendi,Directed,,eats,
Falco sparverius,Sialia currucoides,Directed,,eats,
Falco sparverius,Sigmodon fulviventer,Directed,,eats,
Falco sparverius,Sonora semiannulata,Directed,,eats,
Falco sparverius,Spea hammondii,Directed,,eats,
Falco sparverius,Spinus psaltria,Directed,,eats,
Falco sparverius,Spizelloides arborea,Directed,,preysOn,
Falco sparverius,Stagmomantis limbata,Directed,,eats,
Falco sparverius,Stenopelmatus longispinus,Directed,,eats,
Falco sparverius,Sturnella magna,Directed,,eats,
Falco sparverius,Sturnus vulgaris,Directed,,eats,
Falco sparverius,Tadarida brasiliensis,Directed,,preysOn,
Falco sparverius,Tamias dorsalis,Directed,,eats,
Falco sparverius,Thomomys bottae,Directed,,preysOn,
Falco sparverius,Thomomys bottae,Directed,,eats,
Falco sparverius,Thomomys townsendii,Directed,,eats,
Falco sparverius,Uta stansburiana,Directed,,eats,
Falco sparverius,Vanellus chilensis,Directed,,eats,
Falco sparverius,Xylocopa virginica,Directed,,eats,
Falco sparverius,Zapus hudsonius,Directed,,eats,
Falco sparverius,Zenaida auriculata,Directed,,preysOn,
Falco sparverius,Zenaida macroura,Directed,,eats,
Falco sparverius,Zonotrichia capensis,Directed,,eats,
Falco sparverius,Zonotrichia leucophrys,Directed,,eats,
Una virus,Glaucidium brasilianum,Directed,,pathogenOf,
Kurodaia caputonis,Glaucidium brasilianum,Directed,,ectoparasiteOf,
Strigiphilus microgenitalis,Glaucidium brasilianum,Directed,,ectoparasiteOf,
Glaucidium brasilianum,Baiomys taylori,Directed,,eats,
Glaucidium brasilianum,Cardinalis cardinalis,Directed,,eats,
Glaucidium brasilianum,Cardinalis sinuatus,Directed,,eats,
Glaucidium brasilianum,Chaetodipus hispidus,Directed,,eats,
Glaucidium brasilianum,Cnemidophorus gularis,Directed,,eats,
Glaucidium brasilianum,Cnemidophorus sexlineatus,Directed,,eats,
Glaucidium brasilianum,Columbina talpacoti,Directed,,preysOn,
Glaucidium brasilianum,Dipodomys compactus,Directed,,eats,
Glaucidium brasilianum,Gastrophryne olivacea,Directed,,eats,
Glaucidium brasilianum,Holbrookia propinqua,Directed,,eats,
Glaucidium brasilianum,Leiothlypis ruficapilla,Directed,,eats,
Glaucidium brasilianum,Mimus polyglottos,Directed,,eats,
Glaucidium brasilianum,Mus musculus,Directed,,eats,
Glaucidium brasilianum,Myiarchus tyrannulus,Directed,,eats,
Glaucidium brasilianum,Nycticeius humeralis,Directed,,eats,
Glaucidium brasilianum,Paroaria coronata,Directed,,preysOn,
Glaucidium brasilianum,Passer domesticus,Directed,,preysOn,
Glaucidium brasilianum,Passerina caerulea,Directed,,eats,
Glaucidium brasilianum,Phrynosoma cornutum,Directed,,eats,
Glaucidium brasilianum,Plestiodon obsoletus,Directed,,eats,
Glaucidium brasilianum,Plestiodon tetragrammus,Directed,,eats,
Glaucidium brasilianum,Sceloporus olivaceus,Directed,,eats,
Glaucidium brasilianum,Sceloporus variabilis,Directed,,eats,
Glaucidium brasilianum,Scincella lateralis,Directed,,eats,
Glaucidium brasilianum,Sigmodon hispidus,Directed,,eats,
Glaucidium brasilianum,Smilisca baudinii,Directed,,preysOn,
Glaucidium brasilianum,Smilisca baudinii,Directed,,eats,
Glaucidium brasilianum,Sturnella magna,Directed,,eats,
Glaucidium brasilianum,Tarentola mauritanica,Directed,,eats,
Glaucidium brasilianum,Thryomanes bewickii,Directed,,eats,
Glaucidium brasilianum,Turdus grayi,Directed,,preysOn,
Loxocemus bicolor,Ctenosaura similis,Directed,,preysOn,
Loxocemus bicolor,Lepidochelys olivacea,Directed,,preysOn,
Enulius flavitorques,Cnemidophorus lemniscatus,Directed,,preysOn,
Enulius flavitorques,Phyllodactylus palmeus,Directed,,preysOn,
Corallus grenadensis,Coereba flaveola,Directed,,preysOn,
Corallus grenadensis,Eleutherodactylus johnstonei,Directed,,preysOn,
Rhinobothryum lentiginosum,Copeoglossum nigropunctatum,Directed,,preysOn,
Rhinobothryum lentiginosum,Gonatodes humeralis,Directed,,preysOn,
Rhinobothryum lentiginosum,Plica plica,Directed,,preysOn,
Rhinobothryum lentiginosum,Plica umbra,Directed,,preysOn,
Rhinobothryum lentiginosum,Polychrus marmoratus,Directed,,preysOn,
Physaloptera retusa,Oxybelis fulgidus,Directed,,hasHost,
Skrjabinelazia intermedia,Oxybelis fulgidus,Directed,,hasHost,
Skrjabinelazia intermedia,Oxybelis fulgidus,Directed,,parasiteOf,
Physaloptera retusa,Oxybelis fulgidus,Directed,,parasiteOf,
Oxybelis fulgidus,Amazilia tzacatl,Directed,,preysOn,
Oxybelis fulgidus,Ameiva ameiva,Directed,,preysOn,
Oxybelis fulgidus,Anolis scypheus,Directed,,preysOn,
Oxybelis fulgidus,Catharus occidentalis,Directed,,preysOn,
Oxybelis fulgidus,Chelidoptera tenebrosa,Directed,,preysOn,
