Id,Label,Interval,TaxonRank,TaxonFamilyName,TaxonKingdomName
Caesalpinia coriaria,,,species,,Plantae
Capparis flexuosa,,,species,,Plantae
Coccoloba swartzii,,,species,,Plantae
Condalia henriquezii,,,species,,Plantae
Cordia alba,,,species,,Plantae
Guapira ,,,species,,Plantae
Haematoxylum brasiletto,,,species,,Plantae
Machaonia ottonis,,,species,,Plantae
Malpighia emarginata,,,species,,Plantae
Metopium brownei,,,species,,Plantae
Randia aculeata,,,species,,Plantae
Trichilia trifolia,,,species,,Plantae
Antirhea acutata,,,species,,Plantae
Capparis odoratissima,,,species,,Plantae
Commicarpus scandens,,,species,,Plantae
Cordia curassavica,,,species,,Plantae
Erithalis fruticosa,,,species,,Plantae
Cephalocereus lanuginosus,,,species,,Plantae
Cereus repandus,,,species,,Plantae
Lemaireocereus griseus,,,species,,Plantae
Carica papaya,,,species,,Plantae
Mangifera indica,,,species,,Plantae
Ipomoea pes-caprae,,,species,,Plantae
Cordia sebestena,,,species,,Plantae
Ernodea littoralis,,,species,,Plantae
Rhizophora mangle,,,species,,Plantae
Orthoptera,,,species,,Animalia
Drymaeus multilineatus,,,species,,Animalia
Aves,,,species,,Animalia
Hamelia patens,,,species,,Plantae
Jasminum,,,species,,Plantae
Washingtonia robusta,,,species,,Plantae
Caesalpinia bonduc,,,species,,Plantae
Mammalia,,,species,,Animalia
Eugenia foetida,,,species,,Animalia
Ficus aurea,,,species,,Animalia
Scleria secans,,,species,,Plantae
Avicennia germinans,,,species,,Plantae
Schinus terebinthifolia,,,species,,Plantae
Uca ,,,species,,Animalia
Terminalia catappa,,,species,,Plantae
Pithecellobium dulce,,,species,,Plantae
Heliconia ,,,species,,Plantae
Guilandina bonduc,,,species,,Plantae
Hibiscus,,,species,,Plantae
Orchis,,,species,,Plantae
Impatiens,,,species,,Plantae
Nasturtium,,,species,,Plantae
Rosa,,,species,,Plantae
Bauhinia × blakeana,,,species,,Plantae
Tradescantia,,,species,,Plantae
Brassica,,,species,,Plantae
Lactuca,,,species,,Plantae
Rumex,,,species,,Plantae
Beta,,,species,,Plantae
Squamata,,,species,,Animalia
Insecta,,,species,,Animalia
Veronicella,,,species,,Animalia
Pseudosphinx tetrio,,,species,,Animalia
