Id;Taxonomische groep;Nederlandse naam;Wetenschappelijke naam;Categorie in publicatie;IUCN Categorie;Criterium;Jaar;Vastgesteld;Gevalideerd;Referentie van publicatie;Taal;Toegevoegd op
23181;Loopkevers;Turfsnelloper;Agonum ericeti;Waarschijnlijk bedreigd;;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.863Z
23182;Loopkevers;Moerassnelloper;Agonum fuliginosum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.863Z
23183;Loopkevers;Veenmossnelloper;Agonum gracile;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.863Z
23184;Loopkevers;Kortpootsnelloper;Agonum gracilipes;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.863Z
23185;Loopkevers;Ringneksnelloper;Agonum livens;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.863Z
23186;Loopkevers;Rouwsnelloper;Agonum lugens;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.863Z
23187;Loopkevers;Geelrandsnelloper;Agonum marginatum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.88Z
23188;Loopkevers;Riviersnelloper;Agonum micans;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.88Z
23189;Loopkevers;Glanzende snelloper;Agonum moestum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.88Z
23190;Loopkevers;Grassnelloper;Agonum muelleri;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.88Z
23191;Loopkevers;Zwarte snelloper;Agonum nigrum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.88Z
23192;Loopkevers;Smalhalssnelloper;Agonum obscurum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.88Z
23193;Loopkevers;Bruine snelloper;Agonum piceum;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.88Z
23194;Loopkevers;Blauwzwarte snelloper;Agonum scitulum;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.88Z
23195;Loopkevers;Zespuntsnelloper;Agonum sexpunctatum;Achteruitgaand;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.88Z
23196;Loopkevers;Rietsnelloper;Agonum thoreyi;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.88Z
23197;Loopkevers;Vensnelloper;Agonum versutum;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.893Z
23198;Loopkevers;Groene snelloper;Agonum viduum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.893Z
23199;Loopkevers;Kopergroene snelloper;Agonum viridicupreum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.893Z
23200;Loopkevers;Bronzen glimmer;Amara aenea;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.893Z
23201;Loopkevers;Kleine roodpootglimmer;Amara anthobia;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.893Z
23202;Loopkevers;Ruderaalglimmer;Amara apricaria;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.893Z
23203;Loopkevers;Distelglimmer;Amara aulica;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.893Z
23204;Loopkevers;Bruingele glimmer;Amara bifrons;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.893Z
23205;Loopkevers;Bruine bosglimmer;Amara brunnea;Waarschijnlijk bedreigd;;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.893Z
23206;Loopkevers;Veldglimmer;Amara communis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.91Z
23207;Loopkevers;Gladde drietandglimmer;Amara concinna;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.91Z
23208;Loopkevers;Tandhalsglimmer;Amara consularis;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.91Z
23209;Loopkevers;Rechte glimmer;Amara convexior;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.91Z
23210;Loopkevers;Kwelderglimmer;Amara convexiuscula;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.91Z
23211;Loopkevers;Mergelglimmer;Amara cursitans;Onvoldoende gekend;Onvoldoende data;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.91Z
23212;Loopkevers;Korte glimmer;Amara curta;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.91Z
23213;Loopkevers;Borstelglimmer;Amara equestris;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.91Z
23214;Loopkevers;Breedrugglimmer;Amara eurynota;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.91Z
23215;Loopkevers;Grote heideglimmer;Amara famelica;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.91Z
23216;Loopkevers;Akkerroodpootglimmer;Amara familiaris;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.927Z
23217;Loopkevers;Gele glimmer;Amara fulva;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.927Z
23218;Loopkevers;Matte drietandglimmer;Amara fulvipes;Onvoldoende gekend;Onvoldoende data;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.927Z
23219;Loopkevers;Kleine heideglimmer;Amara infima;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.927Z
23220;Loopkevers;Glanzende drietandglimmer;Amara kulti;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.927Z
23221;Loopkevers;Duinroodpootglimmer;Amara lucida;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.927Z
23222;Loopkevers;Gewone glimmer;Amara lunicollis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.927Z
23223;Loopkevers;Bergglimmer;Amara montivaga;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.927Z
23224;Loopkevers;Schraallandglimmer;Amara municipalis;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.927Z
23225;Loopkevers;Glanzende glimmer;Amara nitida;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.943Z
23226;Loopkevers;Ovale glimmer;Amara ovata;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.943Z
23227;Loopkevers;Gewone drietandglimmer;Amara plebeja;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.943Z
23228;Loopkevers;Pekbruine glimmer;Amara praetermissa;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.943Z
23229;Loopkevers;Stuifzandglimmer;Amara quenseli;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.943Z
23230;Loopkevers;Akkerglimmer;Amara similata;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.943Z
23231;Loopkevers;Platte glimmer;Amara spreta;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.943Z
23232;Loopkevers;Polderdrietandglimmer;Amara strenua;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.943Z
23233;Loopkevers;Dwergglimmer;Amara tibialis;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.943Z
23234;Loopkevers;Zwarte drietandglimmer;Amara tricuspidata;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.943Z
23235;Loopkevers;Blind priempje;Anillus caecus;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.957Z
23236;Loopkevers;Gewone roodkruin;Anisodactylus binotatus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.957Z
23237;Loopkevers;Heideroodkruin;Anisodactylus nemorivagus;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.957Z
23238;Loopkevers;Zilte roodkruin;Anisodactylus poeciloides;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.957Z
23239;Loopkevers;Brede roodkruin;Anisodactylus signatus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.957Z
23240;Loopkevers;Bosgrootoogkever;Asaphidion curtum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.957Z
23241;Loopkevers;Akkergrootoogkever;Asaphidion flavipes;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.957Z
23242;Loopkevers;Zandgrootoogkever;Asaphidion pallipes;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.957Z
23243;Loopkevers;Donkere grootoogkever;Asaphidion stierlini;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.957Z
23244;Loopkevers;Veenstompkaak;Badister anomalus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.957Z
23245;Loopkevers;Bosstompkaak;Badister bullatus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.973Z
23246;Loopkevers;Braadhalsstompkaak;Badister dilatatus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.973Z
23247;Loopkevers;Ovale stompkaak;Badister lacertosus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.973Z
23248;Loopkevers;Rietstompkaak;Badister peltatus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.973Z
23249;Loopkevers;Schoudervlekstompkaak;Badister sodalis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.973Z
23250;Loopkevers;Moerasstompkaak;Badister unipustulatus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.973Z
23251;Loopkevers;Bronzen priemkever;Bembidion aeneum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.973Z
23252;Loopkevers;Zilveren priemkever;Bembidion argenteolum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.973Z
23253;Loopkevers;Vlekpriemkever;Bembidion articulatum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.973Z
23254;Loopkevers;Ribbelkoppriemkever;Bembidion assimile;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.99Z
23255;Loopkevers;Blauwe priemkever;Bembidion atrocoeruleum;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.99Z
23256;Loopkevers;Tweevlekpriemkever;Bembidion biguttatum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.99Z
23257;Loopkevers;Tweepuntpriemkever;Bembidion bipunctatum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.99Z
23258;Loopkevers;Veenpriemkever;Bembidion bruxellense;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.99Z
23259;Loopkevers;Atlantische priemkever;Bembidion clarki;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.99Z
23260;Loopkevers;Sierlijke priemkever;Bembidion decorum;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.99Z
23261;Loopkevers;Bospriemkever;Bembidion deletum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.99Z
23262;Loopkevers;Getande priemkever;Bembidion dentellum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:32.99Z
23263;Loopkevers;Groefkoppriemkever;Bembidion doris;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.003Z
23264;Loopkevers;Kleine smalnekpriemkever;Bembidion elongatum;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.003Z
23265;Loopkevers;Gele kwelderpriemkever;Bembidion ephippium;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.003Z
23266;Loopkevers;Bleke priemkever;Bembidion femoratum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.003Z
23267;Loopkevers;Rivierpriemkever;Bembidion fluviatile;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.003Z
23268;Loopkevers;Berookte priemkever;Bembidion fumigatum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.003Z
23269;Loopkevers;Gladde viervlekpriemkever;Bembidion genei;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.003Z
23270;Loopkevers;Geelpootpriemkever;Bembidion gilvipes;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.003Z
23271;Loopkevers;Weidepriemkever;Bembidion guttula;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.003Z
23272;Loopkevers;Schorspriemkever;Bembidion harpaloides;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.003Z
23273;Loopkevers;Schoudervlekpriemkever;Bembidion humerale;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.02Z
23274;Loopkevers;Iriserende priemkever;Bembidion iricolor;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.02Z
23275;Loopkevers;Glanspriemkever;Bembidion lampros;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.02Z
23276;Loopkevers;Strandpriemkever;Bembidion laterale;Waarschijnlijk bedreigd;;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.02Z
23277;Loopkevers;Oeverpriemkever;Bembidion litorale;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.02Z
23278;Loopkevers;Grote maanvlekpriemkever;Bembidion lunatum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.02Z
23279;Loopkevers;Kleine maanvlekpriemkever;Bembidion lunulatum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.02Z
23280;Loopkevers;Moerasbospriemkever;Bembidion mannerheimi;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.02Z
23281;Loopkevers;Brakwaterpriemkever;Bembidion maritimum;Bedreigd;Bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.02Z
23282;Loopkevers;Kleine leempriemkever;Bembidion milleri;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.037Z
23283;Loopkevers;Kwelderpriemkever;Bembidion minimum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.037Z
23284;Loopkevers;Bergpriemkever;Bembidion monticola;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.037Z
23285;Loopkevers;Heidepriemkever;Bembidion nigricorne;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.037Z
23286;Loopkevers;Slanke kwelderpriemkever;Bembidion normannum;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.037Z
23287;Loopkevers;Donkere venpriemkever;Bembidion obliquum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.037Z
23288;Loopkevers;Akkerpriemkever;Bembidion obtusum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.037Z
23289;Loopkevers;Achtvlekpriemkever;Bembidion octomaculatum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.037Z
23290;Loopkevers;Duinpriemkever;Bembidion pallidipenne;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.037Z
23291;Loopkevers;Platte priemkever;Bembidion prasinum;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.05Z
23292;Loopkevers;Puntglanspriemkever;Bembidion properans;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.05Z
23293;Loopkevers;Gepuncteerde priemkever;Bembidion punctulatum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.05Z
23294;Loopkevers;Viervlekpriemkever;Bembidion quadrimaculatum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.05Z
23295;Loopkevers;Grote vierpuntpriemkever;Bembidion quadripustulatum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.05Z
23296;Loopkevers;Muurpriemkever;Bembidion quinquestriatum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.05Z
23297;Loopkevers;;Bembidion saxatile;Niet geëvalueerd;Niet geëvalueerd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.05Z
23298;Loopkevers;Kleipriemkever;Bembidion semipunctatum;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.05Z
23299;Loopkevers;Grote leempriemkever;Bembidion stephensi;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.05Z
23300;Loopkevers;Grote smalnekpriemkever;Bembidion stomoides;Waarschijnlijk bedreigd;;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.067Z
23301;Loopkevers;Tengere kwelderpriemkever;Bembidion tenellum;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.067Z
23302;Loopkevers;Roodbruine priemkever;Bembidion testaceum;Waarschijnlijk bedreigd;;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.067Z
23303;Loopkevers;Gewone viervlekpriemkever;Bembidion tetracolum;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.067Z
23304;Loopkevers;Beekpriemkever;Bembidion tibiale;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.067Z
23305;Loopkevers;Gevlekte kwelderpriemkever;Bembidion varium;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.067Z
23306;Loopkevers;Snelle priemkever;Bembidion velox;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.067Z
23307;Loopkevers;Grote oeverloopkever;Blethisa multipunctata;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.067Z
23308;Loopkevers;Grote bombardeerkever;Brachinus crepitans;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.067Z
23309;Loopkevers;Kleine bombardeerkever;Brachinus explodens;Met uitsterven bedreigd;Ernstig bedreigd;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.083Z
23310;Loopkevers;Roodvlekbombardeerkever;Brachinus sclopeta;Uitgestorven in Vlaanderen;Regionaal uitgestorven;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.083Z
23311;Loopkevers;Halsrondbuik;Bradycellus caucasicus;Kwetsbaar;Kwetsbaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.083Z
23312;Loopkevers;Steenrondbuik;Bradycellus csikii;Onvoldoende gekend;Onvoldoende data;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.083Z
23313;Loopkevers;Kwelderrondbuik;Bradycellus distinctus;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.083Z
23314;Loopkevers;Gewone rondbuik;Bradycellus harpalinus;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.083Z
23315;Loopkevers;Heiderondbuik;Bradycellus ruficollis;Momenteel niet bedreigd;Momenteel niet in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.083Z
23316;Loopkevers;Bosrondbuik;Bradycellus sharpi;Zeldzaam;Bijna in gevaar;Regionaal;1995;Nee;Nee;Desender et al. (1995);nl-BE;2021-06-08T07:34:33.083Z
