"source_taxon_name","source_taxon_path","source_taxon_path_ids","source_specimen_occurrence_id","source_specimen_institution_code","source_specimen_collection_code","source_specimen_catalog_number","source_specimen_life_stage_id","source_specimen_life_stage","source_specimen_physiological_state_id","source_specimen_physiological_state","source_specimen_body_part_id","source_specimen_body_part","source_specimen_sex_id","source_specimen_sex","source_specimen_basis_of_record","interaction_type","target_taxon_name","target_taxon_path","target_taxon_path_ids","target_specimen_occurrence_id","target_specimen_institution_code","target_specimen_collection_code","target_specimen_catalog_number","target_specimen_life_stage_id","target_specimen_life_stage","target_specimen_physiological_state_id","target_specimen_physiological_state","target_specimen_body_part_id","target_specimen_body_part","target_specimen_sex_id","target_specimen_sex","target_specimen_basis_of_record","latitude","longitude","event_date","study_citation","study_url","study_source_citation","study_source_archive_uri"
"Pheromermis","Animalia | Nematoda | Adenophorea | Mermithida | Mermithidae | Pheromermis","GBIF:1 | GBIF:5967481 | GBIF:251 | GBIF:975 | GBIF:6495 | GBIF:4281956",,,,,,,,,,,,,,"hasHost","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2012-11-01T00:00:00Z","Villemant C, Zuccon D, Rome Q, Muller F, Poinar Jr GO, Justine J-L. 2015. Can parasites halt the invader? Mermithid nematodes parasitizing the yellow-legged Asian hornet in France. Peerj 3: e947. doi:10.7717/peerj.947","https://doi.org/10.7717/peerj.947","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Trichoptera","Animalia | Arthropoda | Insecta | Trichoptera","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1003",,,,,,,,,,,,,,"preyedUponBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,,"Villemant C, Zuccon D, Rome Q, Muller F, Poinar Jr GO, Justine J-L. 2015. Can parasites halt the invader? Mermithid nematodes parasitizing the yellow-legged Asian hornet in France. Peerj 3: e947. doi:10.7717/peerj.947","https://doi.org/10.7717/peerj.947","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Chrysomya albiceps","Animalia | Arthropoda | Insecta | Diptera | Calliphoridae | Chrysomya | Chrysomya albiceps","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:3335 | GBIF:1503295 | GBIF:5064140",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Rheocricotopus robacki","Animalia | Arthropoda | Insecta | Diptera | Chironomidae | Rheocricotopus | Rheocricotopus robacki","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:3343 | GBIF:1447370 | GBIF:1447376",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Bombus","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Bombus","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:1340278",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Scathophaga","Animalia | Arthropoda | Insecta | Diptera | Scathophagidae | Scathophaga","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:1555553 | GBIF:1556238",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Polistes","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Polistes","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:11057816",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Apis","Animalia | Arthropoda | Insecta | Hymenoptera | Apidae | Apis","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4334 | GBIF:1334757",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Eristalis","Animalia | Arthropoda | Insecta | Diptera | Syrphidae | Eristalis","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:6920 | GBIF:1491190",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Pollenia intermedia","Animalia | Arthropoda | Insecta | Diptera | Calliphoridae | Pollenia | Pollenia intermedia","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:3335 | GBIF:1503548 | GBIF:1503660",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Lygaeidae","Animalia | Arthropoda | Insecta | Hemiptera | Lygaeidae","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:809 | GBIF:7888",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Vespula germanica","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespula | Vespula germanica","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311631 | GBIF:1311649",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Peleteria setosa","Animalia | Arthropoda | Insecta | Diptera | Tachinidae | Peleteria | Peleteria setosa","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:6918 | GBIF:1470888 | GBIF:1470955",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Carabidae","Animalia | Arthropoda | Insecta | Coleoptera | Carabidae","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1470 | GBIF:3792",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Tephritidae","Animalia | Arthropoda | Insecta | Diptera | Tephritidae","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:3520",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Tachinidae","Animalia | Arthropoda | Insecta | Diptera | Tachinidae","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:6918",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Vespidae","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Calliphora vicina","Animalia | Arthropoda | Insecta | Diptera | Calliphoridae | Calliphora | Calliphora vicina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:3335 | GBIF:1502535 | GBIF:1502577",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Ceratitis","Animalia | Arthropoda | Insecta | Diptera | Tephritidae | Ceratitis","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:3520 | GBIF:1626010",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Muscina","Animalia | Arthropoda | Insecta | Diptera | Muscidae | Muscina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:5564 | GBIF:1526120",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Dasytes","Animalia | Arthropoda | Insecta | Coleoptera | Melyridae | Dasytes","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1470 | GBIF:7838 | GBIF:3263138",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Lucilia","Animalia | Arthropoda | Insecta | Diptera | Calliphoridae | Lucilia","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:3335 | GBIF:1502875",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Helina","Animalia | Arthropoda | Insecta | Diptera | Muscidae | Helina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:5564 | GBIF:1526192",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Megachile(Hackeriapis)sp.6CJP-2016",,,,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Hoplitis robusta","Animalia | Arthropoda | Insecta | Hymenoptera | Megachilidae | Hoplitis | Hoplitis robusta","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:7911 | GBIF:1336906 | GBIF:1337391",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Peleteria","Animalia | Arthropoda | Insecta | Diptera | Tachinidae | Peleteria","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:6918 | GBIF:1470888",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
"Montisimulium","Animalia | Arthropoda | Insecta | Diptera | Simuliidae | Montisimulium","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:811 | GBIF:3522 | GBIF:1645991",,,,,,,,,,,,,,"eatenBy","Vespa velutina","Animalia | Arthropoda | Insecta | Hymenoptera | Vespidae | Vespa | Vespa velutina","GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1457 | GBIF:4490 | GBIF:1311334 | GBIF:1311477",,,,,,,,,,,,,,,,"2018-07-01T00:00:00Z","Verdasca MJ, Godinho R, Rocha RG, Portocarrero M, Carvalheiro LG, Rebelo R, Rebelo H. 2021. A metabarcoding tool to detect predation of the honeybee Apis mellifera and other wild insects by the invasive Vespa velutina. Journal of Pest Science. doi:10.1007/s10340-021-01401-3","https://link.springer.com/content/pdf/10.1007/s10340-021-01401-3.pdf","Cristina Preda and Quentin Groom. 2014. Species associations manually extracted from literature.","https://zenodo.org/record/5501763/files/qgroom/Vespa-velutina-v1.0.zip"
